Type,Brand,Model,Benchmark,Size,Model_Type,URL
SSD,Micron,C400 RealSSD 256GB,55.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5949/C400-MTFDDAK256MAM
SSD,Samsung,PM851 mSATA 128GB,55.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13404/SAMSUNG-MZMTE128HMGR-000
SSD,Transcend,SSD370 64GB,55.3,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/17734/TS64GSSD370
SSD,Transcend,MSA370 mSATA 64GB,55.3,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/23905/TS64GMSA370
SSD,Mushkin,Chronos Deluxe 480GB,55.3,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7111/MKNSSDCR480GB-DX
SSD,Samsung,MZ7TD128HAFV-000L1 128GB,55.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2753/SAMSUNG-MZ7TD128HAFV-000L1
SSD,Kingston,SSDNow V310 960GB,55.1,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15065/KINGSTON-SV310S37A960G
SSD,PNY,SSD2SC240G726A104-474-27753 240GB,55.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5288/SSD2SC240G726A104-474-27753
SSD,Crucial,BX500 120GB,55.0,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/576784/CT120BX500SSD1
SSD,Adata,SP900 64GB,54.8,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1593/ADATA-SP900
SSD,Crucial,M4 64GB,54.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1215/M4-CT064M4SSD2
SSD,Samsung,PM830 mSATA 128GB,54.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5211/SAMSUNG-SSD-PM830-mSATA-128GB
SSD,Kingston,SS200S330G 30GB,54.3,30GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8275/KINGSTON-SS200S330G
SSD,Transcend,MSA720 mSATA 128GB,54.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/18688/TS128GMSA720
SSD,Mushkin,Chronos Deluxe 60GB,54.0,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5641/MKNSSDCR60GB-DX
SSD,Team,L3 SSD 120GB,54.0,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9314/TEAM-L3-SSD-120GB
SSD,Corsair,Force LS 120GB,53.9,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5526/Corsair-Force-LS-SSD
SSD,Crucial,M4 128GB mSATA,53.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6566/M4-CT128M4SSD3
SSD,Intel,510 Series 120GB,53.7,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1357/INTEL-SSDSC2MH120A2
SSD,Intel,521 Series 180GB,53.7,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11361/INTEL-SSDSCMMW180A3L
SSD,Kingston,SSDNow V300 120GB,53.6,120GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-120GB/Rating/1892
SSD,Samsung,830 64GB,53.4,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1525/SAMSUNG-SSD-830-Series
SSD,SanDisk,SSD Plus 480GB,53.3,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/131770/SanDisk-SDSSDA480G
SSD,SanDisk,SSD Plus 480GB,53.3,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/131770/SanDisk-SDSSDA480G
SSD,Crucial,C300-CTFDDAC128MAG 128GB,53.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3591/C300-CTFDDAC128MAG
SSD,PNY,XLR8 240GB,53.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4356/SSD2SC240GC2DH16T-T
SSD,PNY,XLR8 240GB,53.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4356/SSD2SC240GC2DH16T-T
SSD,WD,Green SATA M.2 120GB,53.1,120GB,M.2,https://ssd.userbenchmark.com/SpeedTest/203345/WDC-WDS120G1G0B-00RC30
SSD,Adata,XM11 128GB,53.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6599/ADATA-XM11-128GB
SSD,Transcend,SSD340 64GB,52.8,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10576/TS64GSSD-340
SSD,WD,Green 120GB (2016),52.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/201586/WDC-WDS120G1G0A-00SS50
SSD,WD,Green 240GB (2016),52.5,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/204096/WDC-WDS240G1G0A-00SS50
SSD,Liteonit,DMT-80 11GB,52.5,11GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5740/LITEONIT-DMT-80
SSD,OCZ,Agility 3 240GB,52.4,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Agility-3-240GB/Rating/369
SSD,Corsair,Force 3 240GB,52.2,240GB,2.5-inch,https://ssd.userbenchmark.com/Corsair-Force-3-240GB/Rating/1454
SSD,Kingston,SSDNow V300 480GB,52.2,480GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-480GB/Rating/3480
SSD,WD,Green SATA M.2 240GB,52.1,240GB,M.2,https://ssd.userbenchmark.com/SpeedTest/211712/WDC-WDS240G1G0B-00RC30
SSD,Liteonit,LMS-32L6M mSATA 32GB,51.9,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5079/LITEONIT-LMS-32L6M-mSATA-32GB
SSD,Samsung,MZNTD128HAGM-00000 128GB,51.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4106/SAMSUNG-MZNTD128HAGM-00000
SSD,Micron,C400 RealSSD mSATA 256GB,51.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4639/MTFDDAT256MAM-1K2
SSD,Samsung,PM830 mSATA 64GB,51.2,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4586/SAMSUNG-SSD-PM830-mSATA-64GB
SSD,Adata,XM11 128GB,51.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8415/ADATA-XM11-128GB
SSD,Mushkin,Chronos 480GB,49.9,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2434/MKNSSDCR480GB
SSD,PNY,SSD2SC120G3LC726B104-370P 120GB,49.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8341/SSD2SC120G3LC726B104-370P
SSD,Patriot,Blaze 120GB,49.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16087/Patriot-Blaze-SSD
SSD,Micron,C400 RealSSD mSATA 128GB,49.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6355/MTFDDAT128MAM-1J2
SSD,Liteonit,LAT-256M2S 256GB,49.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8201/LITEONIT-LAT-256M2S
SSD,OCZ,OCTANE 128GB,48.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5496/OCZ-OCTANE
SSD,Samsung,MZMPC064HBDR-000L1 64GB,48.8,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5687/SAMSUNG-MZMPC064HBDR-000L1
SSD,OCZ,Agility 3 120GB,48.7,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Agility-3-120GB/Rating/2262
SSD,Patriot,Torch 60GB,48.3,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24101/Patriot-Torch
SSD,Kingston,SSDNow V300 60GB,48.0,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1905/KINGSTON-SV300S37A60G
SSD,Adata,S511 60GB,47.9,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5776/ADATA-SS-D-S511-60GB
SSD,Corsair,Force 3 120GB,47.8,120GB,2.5-inch,https://ssd.userbenchmark.com/Corsair-Force-3-120GB/Rating/2243
SSD,OCZ,SOLID3 120GB,47.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1435/OCZ-SOLID3
SSD,Samsung,MZMTD128HAFV-000L1 128GB,47.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3377/SAMSUNG-MZMTD128HAFV-000L1
SSD,Crucial,C300-CTFDDAC128M 128GB,47.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2610/C300-CTFDDAC128M
SSD,Plextor,PX-128M2S 128GB,47.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5774/PLEXTOR--PX-128M2S
SSD,Intel,SSDSCIHF120A4H 120GB,46.9,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12016/INTEL-SSDSCIHF120A4H
SSD,OCZ,AGILITY3 128GB,46.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5791/OCZ-AGILITY3
SSD,Transcend,MSA720 mSATA 64GB,46.6,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16849/TS64GMSA720
SSD,Liteonit,LMT-32L3M 32GB,46.3,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2902/LITEONIT-LMT-32L3M
SSD,Transcend,SSD320 128GB,46.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5322/TS128GSSD320
SSD,Crucial,C300-CTFDDAC064MAG 64GB,46.2,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3513/C300-CTFDDAC064MAG
SSD,Intel,710 Series 300GB,46.2,300GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/17911/INTEL-SSDSA2BZ300G3S
SSD,Corsair,Force 3 180GB,46.1,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3275/Corsair-Force-3-SSD
SSD,Liteonit,LSS-24L6G 24GB,45.9,24GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1985/LITEONIT-LSS-24L6G
SSD,Intel,320 Series 300GB,45.8,300GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3362/INTEL-SSDSA2CW300G3
SSD,Patriot,Blaze 60GB,45.7,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/18273/Patriot-Blaze
SSD,WD,Green 240GB (2018),45.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/377351/WDC-WDS240G2G0A-00JH30
SSD,Corsair,Force 3 90GB,45.4,90GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4312/Corsair-Force-3-SSD
SSD,Patriot,Torch 120GB,45.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24105/Patriot-Torch
SSD,PNY,SSD2SC120G726A104-475-27796 120GB,45.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5173/SSD2SC120G726A104-475-27796
SSD,Liteonit,LAT-128M2S 128GB,45.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3797/LITEONIT-LAT-128M2S
SSD,OCZ,AGILITY4 64GB,44.6,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5686/OCZ-AGILITY4
SSD,,SiImage 50GB,44.2,50GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5297/SiImage
SSD,,FM-25S3-120GBP3 120GB,44.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8614/FM-25S3-120GBP3
SSD,Corsair,Force 120GB,44.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1321/Corsair-CSSD-F120GB2
SSD,Mushkin,Callisto Deluxe 120GB,44.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4237/MKNSSDCL120GB-DX
SSD,OCZ,AGILITY3 90GB,44.1,90GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2120/OCZ-AGILITY3
SSD,Micron,C400 RealSSD mSATA 64GB,43.8,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6723/C400-MTFDDAT064MAM
SSD,Intel,710 Series 200GB,43.8,200GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/25022/INTEL-SSDSA2BZ200G3
SSD,Patriot,Inferno 240GB,43.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/21776/Patriot-Inferno-240GB-SSD
SSD,OCZ,AGILITY3 180GB,43.6,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1341/OCZ-AGILITY3
SSD,WD,Green 120GB (2018),43.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/411798/WDC-WDS120G2G0A-00JH
SSD,Ocz-vertex2,3.5 120GB,43.0,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/736/OCZ-VERTEX2-35
SSD,Adata,SX300 64GB,42.9,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3295/ADATA-SX300
SSD,Corsair,Force 3 60GB,42.3,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2139/Corsair-Force-3-SSD
SSD,Kingston,SSDNow V Series 256GB,42.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/110/KINGSTON-SV200S3256G
SSD,Samsung,470 Series SSD 128GB,42.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4655/SAMSUNG-470-Series-SSD
SSD,OCZ,AGILITY3 60GB,41.8,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1654/OCZ-AGILITY3
SSD,Intel,320 Series 160GB,41.8,160GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1192/INTEL-SSDSA2CW160G3
SSD,Kingston,SSDNow V+200 Series 90GB,41.5,90GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3742/KINGSTON-SVP200S390G
SSD,,SandForce[290900] 240GB,41.5,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3886/SandForce-290900-
SSD,SanDisk,SSD 128GB,41.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/330/SanDisk-SDSSDP128G
SSD,Intel,710 Series 100GB,41.3,100GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9161/INTEL-SSDSA2BZ100G3
SSD,Samsung,"PM810 2.5"" 7mm 256GB",41.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1708/SAMSUNG-SSD-PM810-25--7mm-256GB
SSD,SanDisk,SSD 256GB,41.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1151/SanDisk-SDSSDP256G
SSD,Intel,SSDSA2VP020G2 20GB,40.9,20GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12923/INTEL-SSDSA2VP020G2
SSD,OCZ,SOLID3 60GB,40.8,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3568/OCZ-SOLID3
SSD,Samsung,PM830 mSATA 32GB,40.8,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2575/SAMSUNG-SSD-PM830-mSATA-32GB
SSD,Ocz-vertex2,3.5 240GB,40.6,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5514/OCZ-VERTEX2-35
SSD,Intel,320 Series 120GB,40.4,120GB,2.5-inch,https://ssd.userbenchmark.com/Intel-320-Series-120GB/Rating/1936
SSD,PNY,SSD2SC240G3LC709B104-495 240GB,40.3,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10642/SSD2SC240G3LC709B104-495
SSD,Samsung,MZ7PA128HMCD-010 128GB,40.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3873/SAMSUNG-MZ7PA128HMCD-010
SSD,PNY,SSD2SC240G3LC709B121-460P 240GB,40.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10292/SSD2SC240G3LC709B121-460P
SSD,Samsung,MZMPC032HBCD-000L1 32GB,39.8,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1737/SAMSUNG-MZMPC032HBCD-000L1
SSD,Adata,S510 60GB,39.5,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5619/ADATA-SSD-S510-60GB
SSD,Corsair,Force 60GB,39.3,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/301/Corsair-CSSD-F60GB2
SSD,,FM-25S2S-120GBP2 120GB,39.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3396/FM-25S2S-120GBP2
SSD,Apple,TS256C 251GB,38.6,251GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1701/APPLE-SSD-TS256C
SSD,SanDisk,SSD 64GB,38.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1471/SanDisk-SDSSDP064G
SSD,Ocz-vertex2,3.5 115GB,38.3,115GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3209/OCZ-VERTEX2-35
SSD,Kingston,SVP100S2128G 128GB,38.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2509/KINGSTON-SVP100S2128G
SSD,Crucial,MTFDBAK128MAG-1G1 128GB,38.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1244/MTFDBAK128MAG-1G1
SSD,Corsair,Performance3 SSD 64GB,38.1,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5387/Corsair-Performance3-SSD
SSD,Samsung,"PM810 2.5"" 7mm 128GB",38.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6796/SAMSUNG-SSD-PM810-25--7mm-128GB
SSD,Patriot,Inferno 100GB,38.1,100GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/22519/Patriot-Inferno-100GB-SSD
SSD,Patriot,Pyro 60GB,38.0,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3406/Patriot-Pyro
SSD,Intel,320 Series 80GB,37.9,80GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2723/INTEL-SSDSA2CW080G3
SSD,SanDisk,Ultra 120GB,37.7,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2141/SanDisk-SDSSDH120GG25
SSD,Kingston,SVP100S264G 64GB,37.7,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3007/KINGSTON-SVP100S264G
SSD,,FM-25S2S-60GBP2 60GB,37.5,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6020/FM-25S2S-60GBP2
SSD,Sandisk,U100 128GB,37.5,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2827/SanDisk-SSD-U100-128GB
SSD,OCZ,VERTEX2 100GB,37.5,100GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2400/OCZ-VERTEX2
SSD,SanDisk,U110 128GB,37.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11039/SanDisk-SSD-U110-128GB
SSD,Mushkin,Callisto Deluxe 60GB,37.0,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9311/Mushkin-MKNSSDCL60GB-DX
SSD,Team,XS2 SSD 60GB,36.9,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9202/TEAM-XS2-SSD
SSD,Intel,525 Series mSATA 30GB,36.6,30GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1644/INTEL-SSDMCEAC030B3
SSD,Samsung,PM81 128GB,36.5,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1277/SAMSUNG-SSD-PM81
SSD,Intel,X25-M 120GB,36.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/993/INTEL-SSDSA2M120G2GC
SSD,Intel,X25-M 160GB,36.3,160GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2803/INTEL-SSDSA2M160G2GC
SSD,OCZ,VERTEX2 60GB,36.2,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1338/OCZ-VERTEX2
SSD,Ocz-vertex2,3.5 90GB,36.2,90GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2397/OCZ-VERTEX2-35
SSD,Sandisk,SC032G 32GB,36.0,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9220/SanDisk-SDSSDRC032G
SSD,OCZ,AGILITY2 115GB,35.9,115GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4561/OCZ-AGILITY2
SSD,Corsair,CSSD-V128GB2 128GB,35.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6077/Corsair-CSSD-V128GB2
SSD,Sandisk,U100 256GB,35.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6688/SanDisk-SSD-U100-256GB
SSD,Corsair,Force 115GB,35.7,115GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/455/Corsair-CSSD-F115GB2-A
SSD,PNY,SSD2SC120G3LC709B121-460P 120GB,35.7,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9690/SSD2SC120G3LC709B121-460P
SSD,Patriot,Inferno 60GB,35.5,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2811/Patriot-Inferno-60GB-SSD
SSD,Ocz-vertex2,3.5 180GB,35.5,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2608/OCZ-VERTEX2-35
SSD,Corsair,Force 3 480GB,35.4,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16050/Corsair-Force-3-SSD
SSD,Sandisk,U100 64GB,35.4,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1019/SanDisk-SSD-U100-64GB
SSD,Toshiba,THNS512GG8BBAA 512GB,35.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5630/TOSHIBA-THNS512GG8BBAA
SSD,,CRUCIAL-CT28M225 128GB,35.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6964/CRUCIAL-CT28M225
SSD,Sandisk,U100 252GB,34.7,252GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7207/SanDisk-SSD-U100-252GB
SSD,OCZ,VERTEX2 50GB,34.4,50GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3237/OCZ-VERTEX2
SSD,Samsung,PM810 mSATA 128GB,34.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10016/SAMSUNG-SSD-PM810-mSATA-128GB
SSD,Corsair,Force 40GB,34.3,40GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7389/Corsair-CSSD-F40GB2-A
SSD,Samsung,470 Series SSD 64GB,34.2,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7582/SAMSUNG-470-Series-SSD
SSD,OCZ,VERTEX2 160GB,34.1,160GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8902/OCZ-VERTEX2
SSD,OCZ,AGILITY3 480GB,34.1,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5217/OCZ-AGILITY3
SSD,Intel,X25-M 80GB,34.0,80GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1145/INTEL-SSDSA2M080G2GC
SSD,Kingston,SSDNow V+ Series 128GB,33.6,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7304/KINGSTON-SNV325S2
SSD,Sandisk,U100 124GB,32.7,124GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6235/SanDisk-SSD-U100-124GB
SSD,Kingston,SSDNow V+ Series 64GB,32.6,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2589/KINGSTON-SNVP325S264GB
SSD,Corsair,CSSD-F80GBP2 90GB,32.3,80GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7896/Corsair-CSSD-F80GBP2
SSD,Samsung,MZMPA128HMFU-000H1 128GB,32.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4995/SAMSUNG-MZMPA128HMFU-000H1
SSD,Sandisk,U100 SMG2 126GB,31.9,126GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2375/SanDisk-SSD-U100-SMG2
SSD,Toshiba,THNS128GG4BBAA 128GB,31.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3481/TOSHIBA-THNS128GG4BBAA
SSD,OCZ,VERTEX PLUS 120GB,31.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5805/OCZ-VERTEX-PLUS
SSD,OCZ,Nocti Series mSATA 60GB,31.1,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4546/OCZ-NOCTI
SSD,OCZ,VERTEX 128GB,31.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2560/OCZ-VERTEX
SSD,Intel,SSDSA2CT040G3 40GB,31.0,40GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5899/INTEL-SSDSA2CT040G3
SSD,Sandisk,U100 24GB,30.9,24GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3926/SanDisk-SSD-U100-24GB
SSD,Corsair,Nova 2 60GB,30.9,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8360/Corsair-Nova-2-SSD
SSD,Sandisk,U110 24GB,30.6,24GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11223/SanDisk-SSD-U110-24GB
SSD,OCZ,VERTEX-PLUS 120GB,30.6,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4685/OCZ-VERTEX-PLUS
SSD,Intel,X25-M 40GB,30.4,40GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5085/INTEL-SSDSA2M040G2GC
SSD,Intel,X18-M 160GB,30.3,160GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3864/INTEL-SSDSA1M160G2HP
SSD,Toshiba,THNS064GG2BNAA 64GB,30.1,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6726/TOSHIBA-THNS064GG2BNAA
SSD,Kingston,SSDNow V Series 128GB,29.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2473/KINGSTON-SV200S3128G
SSD,Samsung,MZMPA064HMDR-000 64GB,29.4,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5090/SAMSUNG-MZMPA064HMDR-000
SSD,Kingston,SSDNow V Series 64GB,29.4,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3816/KINGSTON-SV200S364G
SSD,OCZ,VERTEX2 80GB,29.1,80GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4175/OCZ-VERTEX2
SSD,Patriot,Torqx 2 64GB SSD,28.7,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5143/Patriot-Torqx-2-64GB-SSD
SSD,Corsair,CSSD-V64GB2 64GB,28.7,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5429/Corsair-CSSD-V64GB2
SSD,Sandisk,i100 24GB,28.0,24GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2946/SanDisk-SSD-i100-24GB
SSD,Toshiba,THNS128GG4BAAA-NonFDE 128GB,28.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5893/TOSHIBA-THNS128GG4BAAA-NonFDE
SSD,Toshiba,THNSNW128GMCP 128GB,27.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5430/Toshiba-THNSNW128GMCP
SSD,OCZ,AGILITY3 360GB,27.6,360GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3757/OCZ-AGILITY3
