Type,Brand,Model,Benchmark,Size,Model_Name,Storage_Size,Year,URL
HDD,WD,WD2500YS-01SHB1 251GB,27.7,251GB,WD2500YS-01SHB1,251GB,,https://hdd.userbenchmark.com/SpeedTest/3947/WDC-WD2500YS-01SHB1
HDD,Seagate,ST3160815A 160GB,27.7,160GB,ST3160815A,160GB,,https://hdd.userbenchmark.com/SpeedTest/1808/ST3160815A
HDD,Seagate,ST3160215SCE 160GB,27.7,160GB,ST3160215SCE,160GB,,https://hdd.userbenchmark.com/SpeedTest/9361/ST3160215SCE
HDD,Hitachi,HTS54323 320GB,27.7,320GB,HTS54323,320GB,,https://hdd.userbenchmark.com/SpeedTest/7228/Hitachi-HTS54323
HDD,Samsung,SP2514N 250GB,27.6,250GB,SP2514N,250GB,,https://hdd.userbenchmark.com/SpeedTest/4577/SAMSUNG-SP2514N
HDD,Seagate,ST312081 2AS 120GB,27.6,120GB,ST312081 2AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/13081/ST312081-2AS
HDD,Maxtor,6Y120L0 120GB,27.6,120GB,6Y120L0,120GB,,https://hdd.userbenchmark.com/SpeedTest/9085/Maxtor-6Y120L0
HDD,Seagate,ST380211AS 80GB,27.6,80GB,ST380211AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/2053/ST380211AS
HDD,WD,WD2000JS-00MHB0 200GB,27.5,200GB,WD2000JS-00MHB0,200GB,,https://hdd.userbenchmark.com/SpeedTest/1235/WDC-WD2000JS-00MHB0
HDD,Seagate,"Momentus 2.5"" 200GB",27.4,200GB,"Momentus 2.5""",200GB,,https://hdd.userbenchmark.com/SpeedTest/6639/ST9200420AS
HDD,Seagate,ST3200827AS 200GB,27.3,200GB,ST3200827AS,200GB,,https://hdd.userbenchmark.com/SpeedTest/2117/ST3200827AS
HDD,Seagate,ST925032 0AS 250GB,27.2,250GB,ST925032 0AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/4392/ST925032-0AS
HDD,Maxtor,6B250S0 251GB,27.2,251GB,6B250S0,251GB,,https://hdd.userbenchmark.com/SpeedTest/3399/Maxtor-6B250S0
HDD,Maxtor,6L200M0 204GB,27.2,204GB,6L200M0,204GB,,https://hdd.userbenchmark.com/SpeedTest/2656/Maxtor-6L200M0
HDD,WD,WD25 00JS-58NCB1 250GB,27.1,250GB,WD25 00JS-58NCB1,250GB,,https://hdd.userbenchmark.com/SpeedTest/2392/WDC-WD25-00JS-58NCB1
HDD,Maxtor,6L250S0 251GB,27.0,251GB,6L250S0,251GB,,https://hdd.userbenchmark.com/SpeedTest/1207/Maxtor-6L250S0
HDD,Seagate,ST9320320AS 320GB,27.0,320GB,ST9320320AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/1647/ST9320320AS
HDD,Hitachi,HDT725025VLA380 250GB,27.0,250GB,HDT725025VLA380,250GB,,https://hdd.userbenchmark.com/SpeedTest/1140/Hitachi-HDT725025VLA380
HDD,Seagate,ST3200822AS 200GB,26.9,200GB,ST3200822AS,200GB,,https://hdd.userbenchmark.com/SpeedTest/1057/ST3200822AS
HDD,WD,"Blue 2.5"" 80GB (2009)",26.8,80GB,"Blue 2.5""",80GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/1891/WDC-WD800BEVT-75ZCT1
HDD,Maxtor,6L250M0 251GB,26.7,251GB,6L250M0,251GB,,https://hdd.userbenchmark.com/SpeedTest/9542/Maxtor-6L250M0
HDD,Hitachi,HDS725050KLA360 500GB,26.7,500GB,HDS725050KLA360,500GB,,https://hdd.userbenchmark.com/SpeedTest/5034/HDS725050KLA360
HDD,Hitachi,HDS721616PLAT80 160GB,26.7,160GB,HDS721616PLAT80,160GB,,https://hdd.userbenchmark.com/SpeedTest/6818/Hitachi-HDS721616PLAT80
HDD,Samsung,SP1603C 160GB,26.7,160GB,SP1603C,160GB,,https://hdd.userbenchmark.com/SpeedTest/11458/SAMSUNG-SP1603C
HDD,Hitachi,HDT722516DLA380 165GB,26.7,165GB,HDT722516DLA380,165GB,,https://hdd.userbenchmark.com/SpeedTest/3422/HDT722516DLA380
HDD,WD,WD1600JS-75NCB1 160GB,26.7,160GB,WD1600JS-75NCB1,160GB,,https://hdd.userbenchmark.com/SpeedTest/1439/WDC-WD1600JS-75NCB1
HDD,Maxtor,STM3160215A 160GB,26.6,160GB,STM3160215A,160GB,,https://hdd.userbenchmark.com/SpeedTest/9767/MAXTOR-STM3160215A
HDD,WD,WD3000JS-60PDB0 300GB,26.5,300GB,WD3000JS-60PDB0,300GB,,https://hdd.userbenchmark.com/SpeedTest/9069/WDC-WD3000JS-60PDB0
HDD,WD,"Blue 2.5"" 160GB (2009)",26.5,160GB,"Blue 2.5""",160GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/2327/WDC-WD1600BEVT-22ZCT0
HDD,Maxtor,6B160M0 164GB,26.5,164GB,6B160M0,164GB,,https://hdd.userbenchmark.com/SpeedTest/6303/Maxtor-6B160M0
HDD,Seagate,ST3160215A 160GB,26.4,160GB,ST3160215A,160GB,,https://hdd.userbenchmark.com/SpeedTest/4962/ST3160215A
HDD,Seagate,ST3160212AS 160GB,26.4,160GB,ST3160212AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/6800/ST3160212AS
HDD,Toshiba,MK3263GSX 320GB,26.4,320GB,MK3263GSX,320GB,,https://hdd.userbenchmark.com/SpeedTest/1707/TOSHIBA-MK3263GSX
HDD,Maxtor,6Y160M0 160GB,26.3,160GB,6Y160M0,160GB,,https://hdd.userbenchmark.com/SpeedTest/2372/Maxtor-6Y160M0
HDD,Toshiba,MK3263GS 320GB,26.3,320GB,MK3263GS,320GB,,https://hdd.userbenchmark.com/SpeedTest/7948/TOSHIBA-MK3263GS
HDD,Seagate,ST9160310AS 160GB,26.1,160GB,ST9160310AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/1274/ST9160310AS
HDD,Maxtor,7Y250M0 251GB,26.1,251GB,7Y250M0,251GB,,https://hdd.userbenchmark.com/SpeedTest/3687/Maxtor-7Y250M0
HDD,Maxtor,6L100P0 100GB,26.1,100GB,6L100P0,100GB,,https://hdd.userbenchmark.com/SpeedTest/5231/Maxtor-6L100P0
HDD,Hitachi,HDT722525DLAT80 250GB,26.1,250GB,HDT722525DLAT80,250GB,,https://hdd.userbenchmark.com/SpeedTest/6021/HDT722525DLAT80
HDD,WD,WD3200JB-00KFA0 320GB,26.0,320GB,WD3200JB-00KFA0,320GB,,https://hdd.userbenchmark.com/SpeedTest/932/WDC-WD3200JB-00KFA0
HDD,Hitachi,HTS545032B9A 320GB,26.0,320GB,HTS545032B9A,320GB,,https://hdd.userbenchmark.com/SpeedTest/5973/Hitachi-HTS545032B9A
HDD,Seagate,ST3500841AS 500GB,25.9,500GB,ST3500841AS,500GB,,https://hdd.userbenchmark.com/SpeedTest/1585/ST3500841AS
HDD,Maxtor,STM380215A 80GB,25.9,80GB,STM380215A,80GB,,https://hdd.userbenchmark.com/SpeedTest/10373/MAXTOR-STM380215A
HDD,Seagate,ST3500641AS 500GB,25.9,500GB,ST3500641AS,500GB,,https://hdd.userbenchmark.com/SpeedTest/4005/ST3500641AS
HDD,WD,WD1600AABB-00PUA0 160GB,25.8,160GB,WD1600AABB-00PUA0,160GB,,https://hdd.userbenchmark.com/SpeedTest/4532/WDC-WD1600AABB-00PUA0
HDD,Samsung,HD300LJ 300GB,25.7,300GB,HD300LJ,300GB,,https://hdd.userbenchmark.com/SpeedTest/10568/SAMSUNG-HD300LJ
HDD,Toshiba,MK3252GSX 320GB,25.7,320GB,MK3252GSX,320GB,,https://hdd.userbenchmark.com/SpeedTest/4807/TOSHIBA-MK3252GSX
HDD,Seagate,ST9250827AS 250GB,25.7,250GB,ST9250827AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/3497/ST9250827AS
HDD,Seagate,ST3802110A 80GB,25.6,80GB,ST3802110A,80GB,,https://hdd.userbenchmark.com/SpeedTest/11154/ST3802110A
HDD,Samsung,HD160JJ/P 160GB,25.6,160GB,HD160JJ/P,160GB,,https://hdd.userbenchmark.com/SpeedTest/2146/SAMSUNG-HD160JJP
HDD,Toshiba,MK4058GSX 400GB,25.5,400GB,MK4058GSX,400GB,,https://hdd.userbenchmark.com/SpeedTest/6302/TOSHIBA-MK4058GSX
HDD,Samsung,SP1614C 160GB,25.4,160GB,SP1614C,160GB,,https://hdd.userbenchmark.com/SpeedTest/6801/SAMSUNG-SP1614C
HDD,Samsung,SP1213C 120GB,25.4,120GB,SP1213C,120GB,,https://hdd.userbenchmark.com/SpeedTest/5318/SAMSUNG-SP1213C
HDD,Toshiba,MK1652GSX 160GB,25.2,160GB,MK1652GSX,160GB,,https://hdd.userbenchmark.com/SpeedTest/3060/TOSHIBA-MK1652GSX
HDD,Seagate,ST3160023AS 160GB,25.2,160GB,ST3160023AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/2396/ST3160023AS
HDD,Seagate,ST3120813AS 120GB,25.2,120GB,ST3120813AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/8799/ST3120813AS
HDD,Seagate,ST3120827AS 120GB,25.1,120GB,ST3120827AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/27/ST3120827AS
HDD,Seagate,ST380215A 80GB,25.1,80GB,ST380215A,80GB,,https://hdd.userbenchmark.com/SpeedTest/2923/ST380215A
HDD,Maxtor,6Y160M0 164GB,25.1,164GB,6Y160M0,164GB,,https://hdd.userbenchmark.com/SpeedTest/9950/Maxtor-6Y160M0
HDD,Seagate,ST3120811AS 120GB,25.1,120GB,ST3120811AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/1497/ST3120811AS
HDD,Seagate,ST3160827AS 160GB,25.0,160GB,ST3160827AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/2026/ST3160827AS
HDD,Maxtor,6 Y080M0 82GB,25.0,82GB,6 Y080M0,82GB,,https://hdd.userbenchmark.com/SpeedTest/5709/Maxtor-6-Y080M0
HDD,Fujitsu,MHZ2320BH G2 320GB,25.0,320GB,MHZ2320BH G2,320GB,,https://hdd.userbenchmark.com/SpeedTest/3241/FUJITSU-MHZ2320BH-G2
HDD,Samsung,HD120IJ 120GB,25.0,120GB,HD120IJ,120GB,,https://hdd.userbenchmark.com/SpeedTest/2996/SAMSUNG-HD120IJ
HDD,Seagate,ST3120213AS 120GB,24.9,120GB,ST3120213AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/8435/ST3120213AS
HDD,Hitachi,HDS725050KLAT80 500GB,24.9,500GB,HDS725050KLAT80,500GB,,https://hdd.userbenchmark.com/SpeedTest/4136/HDS725050KLAT80
HDD,Samsung,HD160JJ 160GB,24.8,160GB,HD160JJ,160GB,,https://hdd.userbenchmark.com/SpeedTest/3475/SAMSUNG-HD160JJ
HDD,Samsung,HM160HI 160GB,24.8,160GB,HM160HI,160GB,,https://hdd.userbenchmark.com/SpeedTest/1443/SAMSUNG-HM160HI
HDD,WD,WD2500JD-00HBB0 250GB,24.8,250GB,WD2500JD-00HBB0,250GB,,https://hdd.userbenchmark.com/SpeedTest/3022/WDC-WD2500JD-00HBB0
HDD,Seagate,ST9160827AS 160GB,24.7,160GB,ST9160827AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/1284/ST9160827AS
HDD,Maxtor,6Y120M0 123GB,24.7,123GB,6Y120M0,123GB,,https://hdd.userbenchmark.com/SpeedTest/4197/Maxtor-6Y120M0
HDD,Maxtor,6L080M0 82GB,24.7,82GB,6L080M0,82GB,,https://hdd.userbenchmark.com/SpeedTest/3878/Maxtor-6L080M0
HDD,Toshiba,MK1655GSX 160GB,24.7,160GB,MK1655GSX,160GB,,https://hdd.userbenchmark.com/SpeedTest/1628/TOSHIBA-MK1655GSX
HDD,Maxtor,6 L200P0 204GB,24.7,204GB,6 L200P0,204GB,,https://hdd.userbenchmark.com/SpeedTest/3778/Maxtor-6-L200P0
HDD,Maxtor,6L160P0 164GB,24.7,164GB,6L160P0,164GB,,https://hdd.userbenchmark.com/SpeedTest/5287/Maxtor-6L160P0
HDD,Samsung,SP2004C 200GB,24.6,200GB,SP2004C,200GB,,https://hdd.userbenchmark.com/SpeedTest/3536/SAMSUNG-SP2004C
HDD,Maxtor,6Y080M0 82GB,24.6,82GB,6Y080M0,82GB,,https://hdd.userbenchmark.com/SpeedTest/2523/Maxtor-6Y080M0
HDD,Seagate,ST380819AS 80GB,24.6,80GB,ST380819AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/5233/ST380819AS
HDD,WD,WD3000JB-00KFA0 300GB,24.6,300GB,WD3000JB-00KFA0,300GB,,https://hdd.userbenchmark.com/SpeedTest/12574/WDC-WD3000JB-00KFA0
HDD,Toshiba,MK1633GSG 160GB,24.5,160GB,MK1633GSG,160GB,,https://hdd.userbenchmark.com/SpeedTest/5563/TOSHIBA-MK1633GSG
HDD,Seagate,ST9120823AS 120GB,24.5,120GB,ST9120823AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/1667/ST9120823AS
HDD,Hitachi,HDS722516VLSA80 165GB,24.5,165GB,HDS722516VLSA80,165GB,,https://hdd.userbenchmark.com/SpeedTest/1980/HDS722516VLSA80
HDD,Seagate,ST380817AS 80GB,24.4,80GB,ST380817AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/4251/ST380817AS
HDD,Hitachi,HTS722016K9SA00 160GB,24.4,160GB,HTS722016K9SA00,160GB,,https://hdd.userbenchmark.com/SpeedTest/4166/HITACHI-HTS722016K9SA00
HDD,Hitachi,HDS722580VLSA80 82GB,24.4,82GB,HDS722580VLSA80,82GB,,https://hdd.userbenchmark.com/SpeedTest/7444/HDS722580VLSA80
HDD,Maxtor,6L080M0 80GB,24.4,80GB,6L080M0,80GB,,https://hdd.userbenchmark.com/SpeedTest/1731/Maxtor-6L080M0
HDD,Seagate,ST380013AS 80GB,24.3,80GB,ST380013AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/2648/ST380013AS
HDD,Samsung,HD080HJ/P 80GB,24.3,80GB,HD080HJ/P,80GB,,https://hdd.userbenchmark.com/SpeedTest/2558/SAMSUNG-HD080HJP
HDD,Seagate,ST9160823AS 160GB,24.3,160GB,ST9160823AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/4557/ST9160823AS
HDD,WD,WD2500BEVS-22UST0 250GB,24.3,250GB,WD2500BEVS-22UST0,250GB,,https://hdd.userbenchmark.com/SpeedTest/3263/WDC-WD2500BEVS-22UST0
HDD,Samsung,SP0812C 80GB,24.2,80GB,SP0812C,80GB,,https://hdd.userbenchmark.com/SpeedTest/6580/SAMSUNG-SP0812C
HDD,Hitachi,HTS543232L9SA00 320GB,24.2,320GB,HTS543232L9SA00,320GB,,https://hdd.userbenchmark.com/SpeedTest/1414/Hitachi-HTS543232L9SA00
HDD,Seagate,ST3120026AS 120GB,24.2,120GB,ST3120026AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/508/ST3120026AS
HDD,Hitachi,HDS722512VLSA80 124GB,24.1,124GB,HDS722512VLSA80,124GB,,https://hdd.userbenchmark.com/SpeedTest/4756/HDS722512VLSA80
HDD,Maxtor,6L300R0 300GB,24.0,300GB,6L300R0,300GB,,https://hdd.userbenchmark.com/SpeedTest/4620/Maxtor-6L300R0
HDD,Hitachi,HTS543232L9A300 320GB,24.0,320GB,HTS543232L9A300,320GB,,https://hdd.userbenchmark.com/SpeedTest/1887/Hitachi-HTS543232L9A300
HDD,Samsung,HD080HJ 80GB,24.0,80GB,HD080HJ,80GB,,https://hdd.userbenchmark.com/SpeedTest/810/SAMSUNG-HD080HJ
HDD,Hitachi,HTS543225L9SA00 250GB,24.0,250GB,HTS543225L9SA00,250GB,,https://hdd.userbenchmark.com/SpeedTest/9015/Hitachi-HTS543225L9SA00
HDD,Hitachi,HDT722516DLAT80 165GB,23.9,165GB,HDT722516DLAT80,165GB,,https://hdd.userbenchmark.com/SpeedTest/3500/HDT722516DLAT80
HDD,WD,WD800JD-75MSA3 80GB,23.9,80GB,WD800JD-75MSA3,80GB,,https://hdd.userbenchmark.com/SpeedTest/2331/WDC-WD800JD-75MSA3
HDD,WD,WD2000JD-00HBB0 200GB,23.9,200GB,WD2000JD-00HBB0,200GB,,https://hdd.userbenchmark.com/SpeedTest/1208/WDC-WD2000JD-00HBB0
HDD,WD,WD2000JB-00GVA0 200GB,23.9,200GB,WD2000JB-00GVA0,200GB,,https://hdd.userbenchmark.com/SpeedTest/6220/WDC-WD2000JB-00GVA0
HDD,Samsung,SP2014N 200GB,23.9,200GB,SP2014N,200GB,,https://hdd.userbenchmark.com/SpeedTest/4945/SAMSUNG-SP2014N
HDD,Samsung,SP1604N 160GB,23.8,160GB,SP1604N,160GB,,https://hdd.userbenchmark.com/SpeedTest/3596/SAMSUNG-SP1604N
HDD,Hitachi,HDS728080PLA380 82GB,23.8,82GB,HDS728080PLA380,82GB,,https://hdd.userbenchmark.com/SpeedTest/1187/HDS728080PLA380
HDD,Samsung,SP1614N 160GB,23.8,160GB,SP1614N,160GB,,https://hdd.userbenchmark.com/SpeedTest/12600/SAMSUNG-SP1614N
HDD,WD,WD400BD-22JMC0 40GB,23.7,40GB,WD400BD-22JMC0,40GB,,https://hdd.userbenchmark.com/SpeedTest/7189/WDC-WD400BD-22JMC0
HDD,Seagate,ST340014AS 40GB,23.7,40GB,ST340014AS,40GB,,https://hdd.userbenchmark.com/SpeedTest/4925/ST340014AS
HDD,WD,WD2500BB-98DWA0 250GB,23.6,250GB,WD2500BB-98DWA0,250GB,,https://hdd.userbenchmark.com/SpeedTest/294/WDC-WD2500BB-98DWA0
HDD,Hitachi,HTS543216L9A300 160GB,23.6,160GB,HTS543216L9A300,160GB,,https://hdd.userbenchmark.com/SpeedTest/1763/Hitachi-HTS543216L9A300
HDD,Maxtor,7Y250P0 251GB,23.6,251GB,7Y250P0,251GB,,https://hdd.userbenchmark.com/SpeedTest/4982/Maxtor-7Y250P0
HDD,,IC35L120AVV207-1 124GB,23.6,124GB,IC35L120AVV207-1,124GB,,https://hdd.userbenchmark.com/SpeedTest/2982/IC35L120AVV207-1
HDD,Maxtor,6B200P0 204GB,23.5,204GB,6B200P0,204GB,,https://hdd.userbenchmark.com/SpeedTest/6815/Maxtor-6B200P0
HDD,Fujitsu,MHZ2250BH G2 250GB,23.5,250GB,MHZ2250BH G2,250GB,,https://hdd.userbenchmark.com/SpeedTest/2860/FUJITSU-MHZ2250BH-G2
HDD,Seagate,ST3120211AS 120GB,23.5,120GB,ST3120211AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/1804/ST3120211AS
HDD,Samsung,HM250JI 250GB,23.5,250GB,HM250JI,250GB,,https://hdd.userbenchmark.com/SpeedTest/3524/SAMSUNG-HM250JI
HDD,Seagate,ST3120814A 120GB,23.5,120GB,ST3120814A,120GB,,https://hdd.userbenchmark.com/SpeedTest/2132/ST3120814A
HDD,Toshiba,MK2552GSX 250GB,23.4,250GB,MK2552GSX,250GB,,https://hdd.userbenchmark.com/SpeedTest/200/TOSHIBA-MK2552GSX
HDD,Fujitsu,MHZ2160BH G2 160GB,23.4,160GB,MHZ2160BH G2,160GB,,https://hdd.userbenchmark.com/SpeedTest/4477/FUJITSU-MHZ2160BH-G2
HDD,Hitachi,HDS724040KLSA80 400GB,23.4,400GB,HDS724040KLSA80,400GB,,https://hdd.userbenchmark.com/SpeedTest/6426/HDS724040KLSA80
HDD,Hitachi,HTS543216L9SA00 160GB,23.3,160GB,HTS543216L9SA00,160GB,,https://hdd.userbenchmark.com/SpeedTest/2975/Hitachi-HTS543216L9SA00
HDD,Samsung,HM160HC 160GB,23.3,160GB,HM160HC,160GB,,https://hdd.userbenchmark.com/SpeedTest/5384/SAMSUNG-HM160HC
HDD,Samsung,SP1213N 120GB,23.2,120GB,SP1213N,120GB,,https://hdd.userbenchmark.com/SpeedTest/1600/SAMSUNG-SP1213N
HDD,Excelstor,Technology J880 82GB,23.2,82GB,Technology J880,82GB,,https://hdd.userbenchmark.com/SpeedTest/5162/ExcelStor-Technology-J880
HDD,Maxtor,6 Y160P0 164GB,23.2,164GB,6 Y160P0,164GB,,https://hdd.userbenchmark.com/SpeedTest/2357/Maxtor-6-Y160P0
HDD,Seagate,ST980813AS 80GB,23.2,80GB,ST980813AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/1190/ST980813AS
HDD,WD,WD1200JD-00HBC0 120GB,23.1,120GB,WD1200JD-00HBC0,120GB,,https://hdd.userbenchmark.com/SpeedTest/3615/WDC-WD1200JD-00HBC0
HDD,Hitachi,HDS728080PLA380 80GB,23.1,80GB,HDS728080PLA380,80GB,,https://hdd.userbenchmark.com/SpeedTest/4994/HDS728080PLA380
HDD,Samsung,SP0812N 80GB,23.1,80GB,SP0812N,80GB,,https://hdd.userbenchmark.com/SpeedTest/7242/SAMSUNG-SP0812N
HDD,WD,WD1600JD-22HBB0 160GB,23.1,160GB,WD1600JD-22HBB0,160GB,,https://hdd.userbenchmark.com/SpeedTest/233/WDC-WD1600JD-22HBB0
HDD,WD,WD1600JB-00GVC0 160GB,23.0,160GB,WD1600JB-00GVC0,160GB,,https://hdd.userbenchmark.com/SpeedTest/4380/WDC-WD1600JB-00GVC0
HDD,WD,WD800BD-22MRA1 80GB,23.0,80GB,WD800BD-22MRA1,80GB,,https://hdd.userbenchmark.com/SpeedTest/5953/WDC-WD800BD-22MRA1
HDD,Hitachi,HDS728040PLA320 40GB,22.9,40GB,HDS728040PLA320,40GB,,https://hdd.userbenchmark.com/SpeedTest/5170/HDS728040PLA320
HDD,Maxtor,6L200R0 204GB,22.9,204GB,6L200R0,204GB,,https://hdd.userbenchmark.com/SpeedTest/4436/Maxtor-6L200R0
HDD,Hitachi,HTS545016B9A300 160GB,22.9,160GB,HTS545016B9A300,160GB,,https://hdd.userbenchmark.com/SpeedTest/4712/Hitachi-HTS545016B9A300
HDD,Hitachi,HTS543225L9A300 250GB,22.7,250GB,HTS543225L9A300,250GB,,https://hdd.userbenchmark.com/SpeedTest/2281/Hitachi-HTS543225L9A300
HDD,Samsung,SP0842N 80GB,22.6,80GB,SP0842N,80GB,,https://hdd.userbenchmark.com/SpeedTest/5511/SAMSUNG-SP0842N
HDD,Maxtor,6Y080P0 82GB,22.6,82GB,6Y080P0,82GB,,https://hdd.userbenchmark.com/SpeedTest/3815/Maxtor-6Y080P0
HDD,Hitachi,HTS722012K9SA00 120GB,22.6,120GB,HTS722012K9SA00,120GB,,https://hdd.userbenchmark.com/SpeedTest/3793/Hitachi-HTS722012K9SA00
HDD,WD,WD2500JB-00REA0 250GB,22.5,250GB,WD2500JB-00REA0,250GB,,https://hdd.userbenchmark.com/SpeedTest/678/WDC-WD2500JB-00REA0
HDD,Fujitsu,MHW2160BJ FFS G2 160GB,22.5,160GB,MHW2160BJ FFS G2,160GB,,https://hdd.userbenchmark.com/SpeedTest/4184/FUJITSU-MHW2160BJ-FFS-G2
HDD,Hitachi,HTS542525K9SA00 250GB,22.4,250GB,HTS542525K9SA00,250GB,,https://hdd.userbenchmark.com/SpeedTest/487/Hitachi-HTS542525K9SA00
HDD,Maxtor,6E040L0 41GB,22.4,41GB,6E040L0,41GB,,https://hdd.userbenchmark.com/SpeedTest/769/Maxtor-6E040L0
HDD,WD,WD1200JB-00EVA0 120GB,22.4,120GB,WD1200JB-00EVA0,120GB,,https://hdd.userbenchmark.com/SpeedTest/2471/WDC-WD1200JB-00EVA0
HDD,Samsung,HD300LD 300GB,22.4,300GB,HD300LD,300GB,,https://hdd.userbenchmark.com/SpeedTest/1871/SAMSUNG-HD300LD
HDD,Toshiba,MK2546GSX 250GB,22.3,250GB,MK2546GSX,250GB,,https://hdd.userbenchmark.com/SpeedTest/4487/TOSHIBA-MK2546GSX
HDD,Samsung,SP0411C 40GB,22.3,40GB,SP0411C,40GB,,https://hdd.userbenchmark.com/SpeedTest/6293/SAMSUNG-SP0411C
HDD,WD,WD800JB-00ETA0 80GB,22.2,80GB,WD800JB-00ETA0,80GB,,https://hdd.userbenchmark.com/SpeedTest/3829/WDC-WD800JB-00ETA0
HDD,Toshiba,MK2546GSX_200 200GB,22.1,200GB,MK2546GSX_200,200GB,,https://hdd.userbenchmark.com/SpeedTest/3937/TOSHIBA-MK2546GSX-200
HDD,WD,WD1600BEVS-22UST0 160GB,22.1,160GB,WD1600BEVS-22UST0,160GB,,https://hdd.userbenchmark.com/SpeedTest/3126/WDC-WD1600BEVS-22UST0
HDD,Maxtor,6L160P0 160GB,22.0,160GB,6L160P0,160GB,,https://hdd.userbenchmark.com/SpeedTest/6841/Maxtor-6L160P0
HDD,Maxtor,6Y120L0 123GB,21.9,123GB,6Y120L0,123GB,,https://hdd.userbenchmark.com/SpeedTest/1790/Maxtor-6Y120L0
HDD,Fujitsu,MHZ2120B 120GB,21.7,120GB,MHZ2120B,120GB,,https://hdd.userbenchmark.com/SpeedTest/5860/FUJITSU-MHZ2120B
HDD,Seagate,ST3160023A 160GB,21.7,160GB,ST3160023A,160GB,,https://hdd.userbenchmark.com/SpeedTest/5944/ST3160023A
HDD,WD,WD1200BB-00RDA0 120GB,21.7,120GB,WD1200BB-00RDA0,120GB,,https://hdd.userbenchmark.com/SpeedTest/10238/WDC-WD1200BB-00RDA0
HDD,Hitachi,HTS542512K9SA00 120GB,21.4,120GB,HTS542512K9SA00,120GB,,https://hdd.userbenchmark.com/SpeedTest/1928/Hitachi-HTS542512K9SA00
HDD,Samsung,SP0822N 80GB,21.3,80GB,SP0822N,80GB,,https://hdd.userbenchmark.com/SpeedTest/2110/SAMSUNG-SP0822N
HDD,Hitachi,HTS543212L9A300 120GB,21.2,120GB,HTS543212L9A300,120GB,,https://hdd.userbenchmark.com/SpeedTest/266/Hitachi-HTS543212L9A300
HDD,WD,WD400JB-00FMA0 40GB,21.0,40GB,WD400JB-00FMA0,40GB,,https://hdd.userbenchmark.com/SpeedTest/3602/WDC-WD400JB-00FMA0
HDD,WD,WD800JB-00JJC0 80GB,21.0,80GB,WD800JB-00JJC0,80GB,,https://hdd.userbenchmark.com/SpeedTest/70/WDC-WD800JB-00JJC0
HDD,Fujitsu,MHY2250BH 250GB,21.0,250GB,MHY2250BH,250GB,,https://hdd.userbenchmark.com/SpeedTest/5732/FUJITSU-MHY2250BH
HDD,Maxtor,6Y080L0 82GB,20.8,82GB,6Y080L0,82GB,,https://hdd.userbenchmark.com/SpeedTest/933/Maxtor-6Y080L0
HDD,Seagate,ST380023AS 80GB,20.5,80GB,ST380023AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/6282/ST380023AS
HDD,WD,WD1200BEVS-60UST0 120GB,20.5,120GB,WD1200BEVS-60UST0,120GB,,https://hdd.userbenchmark.com/SpeedTest/3682/WDC-WD1200BEVS-60UST0
HDD,Samsung,SP0802N 80GB,20.4,80GB,SP0802N,80GB,,https://hdd.userbenchmark.com/SpeedTest/2601/SAMSUNG-SP0802N
HDD,Hitachi,HTS721010G9SA00 100GB,20.4,100GB,HTS721010G9SA00,100GB,,https://hdd.userbenchmark.com/SpeedTest/5680/HTS721010G9SA00
HDD,Samsung,SP0411N 40GB,20.2,40GB,SP0411N,40GB,,https://hdd.userbenchmark.com/SpeedTest/6089/SAMSUNG-SP0411N
HDD,WD,WD400BB-60DGA0 40GB,20.1,40GB,WD400BB-60DGA0,40GB,,https://hdd.userbenchmark.com/SpeedTest/5256/WDC-WD400BB-60DGA0
HDD,Hitachi,HDS728080PLAT20 82GB,20.0,82GB,HDS728080PLAT20,82GB,,https://hdd.userbenchmark.com/SpeedTest/2913/HDS728080PLAT20
HDD,WD,WD1600BB-22GUC0 160GB,20.0,160GB,WD1600BB-22GUC0,160GB,,https://hdd.userbenchmark.com/SpeedTest/12099/WDC-WD1600BB-22GUC0
